YDR496C	PUF6	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	high-throughput
YGL019W	CKB1	ORF	Verified	GO:0034456	UTP-C complex	cellular_component	part of	manually curated
YGL029W	CGR1	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YGL078C	DBP3	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YGL111W	NSA1	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	high-throughput
YGL171W	ROK1	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YGR030C	POP6	ORF	Verified	GO:0005655	nucleolar ribonuclease P complex	cellular_component	part of	manually curated
YGR072W	UPF3	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YGR081C	SLX9	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	high-throughput
YGR090W	UTP22	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	high-throughput
YGR090W	UTP22	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YGR090W	UTP22	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YGR090W	UTP22	ORF	Verified	GO:0034456	UTP-C complex	cellular_component	part of	manually curated
YGR103W	NOP7	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YGR103W	NOP7	ORF	Verified	GO:0070545	PeBoW complex	cellular_component	part of	manually curated
YGR103W	NOP7	ORF	Verified	GO:0070545	PeBoW complex	cellular_component	part of	manually curated
YGR128C	UTP8	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YGR128C	UTP8	ORF	Verified	GO:0034455	t-UTP complex	cellular_component	part of	manually curated
YGR145W	ENP2	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	high-throughput
YGR145W	ENP2	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YGR158C	MTR3	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YGR159C	NSR1	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	high-throughput
YGR251W	NOP19	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	high-throughput
YGR251W	NOP19	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	high-throughput
YGR251W	NOP19	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YGR280C	PXR1	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YGR283C	""	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	high-throughput
YGR285C	ZUO1	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YJL006C	CTK2	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YJL010C	NOP9	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	high-throughput
YJL010C	NOP9	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	high-throughput
YJL010C	NOP9	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YJL025W	RRN7	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YJL025W	RRN7	ORF	Verified	GO:0070860	RNA polymerase I core factor complex	cellular_component	part of	manually curated
YJL025W	RRN7	ORF	Verified	GO:0070860	RNA polymerase I core factor complex	cellular_component	part of	manually curated
YJL025W	RRN7	ORF	Verified	GO:0070860	RNA polymerase I core factor complex	cellular_component	part of	manually curated
YJL033W	HCA4	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YJL050W	MTR4	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YJL069C	UTP18	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	high-throughput
YJL069C	UTP18	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YJL069C	UTP18	ORF	Verified	GO:0034388	Pwp2p-containing subcomplex of 90S preribosome	cellular_component	part of	manually curated
YJL069C	UTP18	ORF	Verified	GO:0034388	Pwp2p-containing subcomplex of 90S preribosome	cellular_component	part of	manually curated
YJL076W	NET1	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YJL076W	NET1	ORF	Verified	GO:0030869	RENT complex	cellular_component	part of	manually curated
YJL109C	UTP10	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	high-throughput
YJL109C	UTP10	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YJL109C	UTP10	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YJL109C	UTP10	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YJL109C	UTP10	ORF	Verified	GO:0034455	t-UTP complex	cellular_component	part of	manually curated
YJL148W	RPA34	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YJL148W	RPA34	ORF	Verified	GO:0005736	RNA polymerase I complex	cellular_component	part of	manually curated
YJL148W	RPA34	ORF	Verified	GO:0005736	RNA polymerase I complex	cellular_component	part of	manually curated
YJL148W	RPA34	ORF	Verified	GO:0005736	RNA polymerase I complex	cellular_component	part of	manually curated
YJL148W	RPA34	ORF	Verified	GO:0005736	RNA polymerase I complex	cellular_component	part of	manually curated
YJR002W	MPP10	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	high-throughput
YJR002W	MPP10	ORF	Verified	GO:0034457	Mpp10 complex	cellular_component	part of	manually curated
YJR022W	LSM8	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YJR041C	URB2	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	high-throughput
YJR041C	URB2	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YJR063W	RPA12	ORF	Verified	GO:0005736	RNA polymerase I complex	cellular_component	part of	manually curated
YJR063W	RPA12	ORF	Verified	GO:0005736	RNA polymerase I complex	cellular_component	part of	manually curated
YJR063W	RPA12	ORF	Verified	GO:0005736	RNA polymerase I complex	cellular_component	part of	manually curated
YLL008W	DRS1	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	high-throughput
YLL011W	SOF1	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YLL011W	SOF1	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YLL034C	RIX7	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	high-throughput
YLL034C	RIX7	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YLL035W	GRC3	ORF	Verified	GO:0030874	nucleolar chromatin	cellular_component	part of	manually curated
YLL035W	GRC3	ORF	Verified	GO:0030874	nucleolar chromatin	cellular_component	part of	manually curated
YLR002C	NOC3	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YLR009W	RLP24	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YLR051C	FCF2	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	high-throughput
YLR051C	FCF2	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	high-throughput
YLR068W	FYV7	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	high-throughput
YLR129W	DIP2	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YLR129W	DIP2	ORF	Verified	GO:0034388	Pwp2p-containing subcomplex of 90S preribosome	cellular_component	part of	manually curated
YLR129W	DIP2	ORF	Verified	GO:0034388	Pwp2p-containing subcomplex of 90S preribosome	cellular_component	part of	manually curated
YLR141W	RRN5	ORF	Verified	GO:0000500	RNA polymerase I upstream activating factor complex	cellular_component	part of	manually curated
YLR141W	RRN5	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YLR145W	RMP1	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	high-throughput
YLR153C	ACS2	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YLR175W	CBF5	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YLR175W	CBF5	ORF	Verified	GO:0031429	box H/ACA snoRNP complex	cellular_component	part of	manually curated
YLR175W	CBF5	ORF	Verified	GO:0031429	box H/ACA snoRNP complex	cellular_component	part of	manually curated
YLR175W	CBF5	ORF	Verified	GO:0031429	box H/ACA snoRNP complex	cellular_component	part of	manually curated
YLR175W	CBF5	ORF	Verified	GO:0031429	box H/ACA snoRNP complex	cellular_component	part of	manually curated
YLR175W	CBF5	ORF	Verified	GO:0031429	box H/ACA snoRNP complex	cellular_component	part of	manually curated
YLR175W	CBF5	ORF	Verified	GO:0031429	box H/ACA snoRNP complex	cellular_component	part of	manually curated
YLR175W	CBF5	ORF	Verified	GO:0031429	box H/ACA snoRNP complex	cellular_component	part of	manually curated
YLR186W	EMG1	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YLR196W	PWP1	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	high-throughput
YLR197W	NOP56	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	high-throughput
YLR197W	NOP56	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YLR221C	RSA3	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	high-throughput
YLR222C	UTP13	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YLR222C	UTP13	ORF	Verified	GO:0034388	Pwp2p-containing subcomplex of 90S preribosome	cellular_component	part of	manually curated
YLR222C	UTP13	ORF	Verified	GO:0034388	Pwp2p-containing subcomplex of 90S preribosome	cellular_component	part of	manually curated
YLR223C	IFH1	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YLR233C	EST1	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YLR272C	YCS4	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YLR276C	DBP9	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YLR318W	EST2	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YLR336C	SGD1	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YLR409C	UTP21	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	high-throughput
YLR409C	UTP21	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YLR409C	UTP21	ORF	Verified	GO:0034388	Pwp2p-containing subcomplex of 90S preribosome	cellular_component	part of	manually curated
YLR409C	UTP21	ORF	Verified	GO:0034388	Pwp2p-containing subcomplex of 90S preribosome	cellular_component	part of	manually curated
YLR442C	SIR3	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YLR449W	FPR4	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	high-throughput
YML043C	RRN11	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YML043C	RRN11	ORF	Verified	GO:0070860	RNA polymerase I core factor complex	cellular_component	part of	manually curated
YML043C	RRN11	ORF	Verified	GO:0070860	RNA polymerase I core factor complex	cellular_component	part of	manually curated
YML074C	FPR3	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YML074C	FPR3	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YML093W	UTP14	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YML112W	CTK3	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	manually curated
YMR014W	BUD22	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	high-throughput
YMR049C	ERB1	ORF	Verified	GO:0005730	nucleolus	cellular_component	part of	high-throughput
YMR049C	ERB1	ORF	Verified	GO:0070545	PeBoW complex	cellular_component	part of	manually curated
